qaid	message
spam.csv_1748	Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
spam.csv_1749	DO NOT B LATE LOVE MUM
spam.csv_1750	Got it..mail panren paru..
spam.csv_1751	* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
spam.csv_1752	Give one miss from that number please
spam.csv_1753	Jus came back fr lunch wif my sis only. U leh?
spam.csv_1754	How is your schedule next week? I am out of town this weekend.
spam.csv_1755	Really good:)dhanush rocks once again:)
spam.csv_1756	Lmao ok I wont be needing u to do my hair anymore.
spam.csv_1757	Miss ya, need ya, want ya, love ya.
spam.csv_1758	Sorry i'm not free...
spam.csv_1759	Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
spam.csv_1760	Nt yet chikku..simple habba..hw abt u?
spam.csv_1761	Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.
spam.csv_1762	Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
spam.csv_1763	Joy's father is John. Then John is the NAME of Joy's father. Mandan
spam.csv_1764	Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY ï¿½10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
spam.csv_1765	Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...
spam.csv_1766	SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
spam.csv_1767	K, want us to come by now?
spam.csv_1768	How. Its a little difficult but its a simple way to enter this place
spam.csv_1769	Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
spam.csv_1770	Dont show yourself. How far. Put new pictures up on facebook.
spam.csv_1771	Watching tv now. I got new job :)
spam.csv_1772	Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!
spam.csv_1773	I'm not coming over, do whatever you want
spam.csv_1774	Its ok chikku, and its my 1 of favourite song..:-)
spam.csv_1775	Did u see what I posted on your Facebook?
spam.csv_1776	Call FREEPHONE 0800 542 0578 now!
spam.csv_1777	Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
spam.csv_1778	"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear"""
spam.csv_1779	Loan for any purpose ï¿½500 - ï¿½75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'
spam.csv_1780	BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
spam.csv_1781	;-( oh well, c u later
spam.csv_1782	My uncles in Atlanta. Wish you guys a great semester.
spam.csv_1783	No dear i do have free messages without any recharge. Hi hi hi
spam.csv_1784	Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL
spam.csv_1785	I dun believe u. I thk u told him.
spam.csv_1786	Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!
spam.csv_1787	Yes:)sura in sun tv.:)lol.
spam.csv_1788	Arun can u transfr me d amt
spam.csv_1789	Takin a shower now but yeah I'll leave when I'm done
spam.csv_1790	Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
spam.csv_1791	U havenï¿½ï¿½t lost me ill always b here 4u.i didnï¿½ï¿½t intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thatï¿½ï¿½s what itried2tell urmom.i careabout u
spam.csv_1792	WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk
spam.csv_1793	You bad girl. I can still remember them
spam.csv_1794	How much i gave to you. Morning.
spam.csv_1795	I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love
spam.csv_1796	Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone
spam.csv_1797	Can i get your opinion on something first?
spam.csv_1798	That one week leave i put know that time. Why.
spam.csv_1799	If we hit it off, you can move in with me :)
spam.csv_1800	excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
spam.csv_1801	I wanna watch that movie
spam.csv_1802	Ok lor thanx... ï¿½ï¿½ in school?
spam.csv_1803	I'm in class. Did you get my text.
spam.csv_1804	The bus leaves at  &lt;#&gt; 
spam.csv_1805	God bless.get good sleep my dear...i will pray!
spam.csv_1806	Todays Voda numbers ending 1225 are selected to receive a ï¿½50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
spam.csv_1807	Do have a nice day today. I love you so dearly.
spam.csv_1808	Aiyo a bit pai seh ï¿½_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
spam.csv_1809	Aight, I'll ask a few of my roommates
spam.csv_1810	Now, whats your house # again ? And do you have any beer there ?
spam.csv_1811	Do ï¿½_ all wan 2 meet up n combine all the parts? How's da rest of da project going?
spam.csv_1812	"\Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry\"""""
spam.csv_1813	Yes we are chatting too.
spam.csv_1814	HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
spam.csv_1815	Sian... Aft meeting supervisor got work 2 do liao... U working now?
spam.csv_1816	Are you going to write ccna exam this week??
spam.csv_1817	Well i will watch shrek in 3D!!B)
spam.csv_1818	Am i that much dirty fellow?
spam.csv_1819	Dunno dat's wat he told me. Ok lor...
spam.csv_1820	I'll probably be by tomorrow (or even later tonight if something's going on)
spam.csv_1821	I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
spam.csv_1822	If you're thinking of lifting me one then no.
spam.csv_1823	Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
spam.csv_1824	Sent me ur email id soon
spam.csv_1825	Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
spam.csv_1826	Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.
spam.csv_1827	Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
spam.csv_1828	May i call You later Pls
spam.csv_1829	Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX
spam.csv_1830	That's the way you should stay oh.
spam.csv_1831	Hello- thanx for taking that call. I got a job! Starts on monday!
spam.csv_1832	What time is ur flight tmr?
spam.csv_1833	When should I come over?
spam.csv_1834	I have a rather prominent bite mark on my right cheek
spam.csv_1835	* Will be september by then!
spam.csv_1836	Are you wet right now?
spam.csv_1837	And how's your husband.
spam.csv_1838	Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx
spam.csv_1839	Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
spam.csv_1840	Yeah. I got a list with only u and Joanna if I'm feeling really anti social
spam.csv_1841	I am in your office na.
spam.csv_1842	"\Are you comingdown later?\"""""
spam.csv_1843	Super da:)good replacement for murali
spam.csv_1844	Da is good good player.why he is unsold.
spam.csv_1845	Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
spam.csv_1846	Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
spam.csv_1847	FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV
spam.csv_1848	I dont want to hear philosophy. Just say what happen
spam.csv_1849	You got job in wipro:)you will get every thing in life in 2 or 3 years.
spam.csv_1850	Then cant get da laptop? My matric card wif ï¿½_ lei... 
spam.csv_1851	Dunno da next show aft 6 is 850. Toa payoh got 650.
spam.csv_1852	This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate 
spam.csv_1853	I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
spam.csv_1854	They did't play one day last year know even though they have very good team.. Like india.
spam.csv_1855	K.:)you are the only girl waiting in reception ah?
spam.csv_1856	Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
spam.csv_1857	I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
spam.csv_1858	Sir, i am waiting for your call.
spam.csv_1859	What's up. Do you want me to come online?
spam.csv_1860	It could work, we'll reach a consensus at the next meeting
spam.csv_1861	Aiyah then i wait lor. Then u entertain me. Hee...
spam.csv_1862	The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.
spam.csv_1863	I'll let you know when it kicks in
spam.csv_1864	You call him now ok i said call him
spam.csv_1865	Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
spam.csv_1866	Or ï¿½_ go buy wif him then i meet ï¿½_ later can?
spam.csv_1867	Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
spam.csv_1868	Today my system sh get ready.all is well and i am also in the deep well
spam.csv_1869	Mom wants to know where you at
spam.csv_1870	Aight, I'll text you when I'm back
spam.csv_1871	Dont know supports ass and srt i thnk. I think ps3 can play through usb too
spam.csv_1872	Oh ok i didnt know what you meant. Yep i am baby jontin
spam.csv_1873	You have WON a guaranteed ï¿½1000 cash or a ï¿½2000 prize.To claim yr prize call our customer service representative on
spam.csv_1874	Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
spam.csv_1875	HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
spam.csv_1876	Watching tv now. I got new job :)
spam.csv_1877	This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! 
spam.csv_1878	I AM AT A PARTY WITH ALEX NICHOLS
spam.csv_1879	U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
spam.csv_1880	Just seeing your missed call my dear brother. Do have a gr8 day.
spam.csv_1881	Ok.. ï¿½ï¿½ finishing soon?
spam.csv_1882	Sorry, I can't help you on this.
spam.csv_1883	Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(
spam.csv_1884	I love your ass! Do you enjoy doggy style? :)
spam.csv_1885	I think asking for a gym is the excuse for lazy people. I jog.
spam.csv_1886	Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
spam.csv_1887	Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or ï¿½5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
